book	chapter	verse	title	body
Song of Songs	2	1	Song of Songs 2:1	 我 是 沙 崙 的 玫 瑰 花 、 〔 或 作 水 仙 花 〕 是 谷 中 的 百 合 花 。 
Song of Songs	2	2	Song of Songs 2:2	 我 的 佳 偶 在 女 子 中 、 好 像 百 合 花 在 荊 棘 內 。 
Song of Songs	2	3	Song of Songs 2:3	 我 的 良 人 在 男 子 中 、 如 同 蘋 果 樹 在 樹 林 中 。 我 歡 歡 喜 喜 坐 在 他 的 蔭 下 、 嘗 他 果 子 的 滋 味 覺 得 甘 甜 。 
Song of Songs	2	4	Song of Songs 2:4	 他 帶 我 入 筵 宴 所 、 以 愛 為 旗 在 我 以 上 。 
Song of Songs	2	5	Song of Songs 2:5	 求 你 們 給 我 葡 萄 乾 增 補 我 力 、 給 我 蘋 果 暢 快 我 心 ． 因 我 思 愛 成 病 。 
Song of Songs	2	6	Song of Songs 2:6	 他 的 左 手 在 我 頭 下 、 他 的 右 手 將 我 抱 住 。 
Song of Songs	2	7	Song of Songs 2:7	 耶 路 撒 冷 的 眾 女 子 阿 、 我 指 著 羚 羊 、 或 田 野 的 母 鹿 、 囑 咐 你 們 、 不 要 驚 動 、 不 要 叫 醒 我 所 親 愛 的 、 等 他 自 己 情 願 。 〔 不 要 叫 醒 云 云 或 作 不 要 激 動 愛 情 等 他 自 發 〕 
Song of Songs	2	8	Song of Songs 2:8	 聽 阿 是 我 良 人 的 聲 音 ． 看 哪 、 他 躥 山 越 嶺 而 來 。 
Song of Songs	2	9	Song of Songs 2:9	 我 的 良 人 好 像 羚 羊 、 或 像 小 鹿 ． 他 站 在 我 們 牆 壁 後 、 從 窗 戶 往 裡 觀 看 、 從 窗 櫺 往 裡 窺 探 。 
Song of Songs	2	10	Song of Songs 2:10	 我 良 人 對 我 說 、 我 的 佳 偶 、 我 的 美 人 、 起 來 、 與 我 同 去 。 
Song of Songs	2	11	Song of Songs 2:11	 因 為 冬 天 已 往 ． 雨 水 止 住 過 去 了 。 
Song of Songs	2	12	Song of Songs 2:12	 地 上 百 花 開 放 ． 百 鳥 鳴 叫 的 時 候 〔 或 作 修 理 葡 萄 樹 的 時 候 〕 已 經 來 到 、 斑 鳩 的 聲 音 在 我 們 境 內 也 聽 見 了 ． 
Song of Songs	2	13	Song of Songs 2:13	 無 花 果 樹 的 果 子 漸 漸 成 熟 、 葡 萄 樹 開 花 放 香 。 我 的 佳 偶 、 我 的 美 人 、 起 來 、 與 我 同 去 。 
Song of Songs	2	14	Song of Songs 2:14	 我 的 鴿 子 阿 、 你 在 磐 石 穴 中 、 在 陡 巖 的 隱 密 處 ． 求 你 容 我 得 見 你 的 面 貌 、 得 聽 你 的 聲 音 ． 因 為 你 的 聲 音 柔 和 、 你 的 面 貌 秀 美 。 
Song of Songs	2	15	Song of Songs 2:15	 要 給 我 們 擒 拿 狐 狸 、 就 是 毀 壞 葡 萄 園 的 小 狐 狸 ． 因 為 我 們 的 葡 萄 正 在 開 花 。 
Song of Songs	2	16	Song of Songs 2:16	 良 人 屬 我 、 我 也 屬 他 ． 他 在 百 合 花 中 牧 放 群 羊 。 
Song of Songs	2	17	Song of Songs 2:17	 我 的 良 人 哪 、 求 你 等 到 天 起 涼 風 、 日 影 飛 去 的 時 候 、 你 要 轉 回 、 好 像 羚 羊 、 或 像 小 鹿 在 比 特 山 上 。 
